Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
21504903297525,2014-12-02,2015-01-05,2015-01-05,Remove NDC Code Search Option,Asif Solkar,,"High Priority,Completed,Search Query","https://app.asana.com/0/9322059614112/9322059614112, please work with Dennis (communicate changeset number) to remove the option to search by NDC Code. This feature has not been tested, and is not working correctly.

Thanks,

Toby",Label Issues,
19156187309074,2014-10-31,,2014-12-09,Version compare is blank,Asif Solkar,,"High Priority,Completed,Version Compare",,Label Issues,
19156187309065,2014-10-31,,2014-12-09,Distorted keywords in Word Export when using wild card,Asif Solkar,,"Completed,Export Word,Medium Priority",I searched for malignan*,Label Issues,
20539170218545,2014-11-18,,2014-12-09,Manufacturer field - question,Asif Solkar,,"Completed,Low Priority","We had a cleint ask where we get the manufacturer name tag? This may be tricky because there are various licensing/marketing agreements between companies and one drug could have two manufacturers, for example. Is there a specific field in DailyMed label that we pull from? Thanks.
Katia",Label Issues,
19156187309058,2014-10-31,,2014-12-09,Highlights of Prescribing Information is not showing up in search matrix export,Asif Solkar,,"Completed,Export Matrix,Medium Priority",,Label Issues,
21039574698422,2014-11-25,2015-03-13,2015-03-13,GSK PLR-PIL Format Mapping,sohel,,"High Priority,Completed,Upload","Due to different document formats for this client, we need to create a separate format ""PLR-PIL"". Please use the attached file for mapping. 

",Label Issues,
21039574698432,2014-11-25,2015-03-13,2015-03-13,GSK PI-PIL Format Mapping,sohel,,"High Priority,Completed,Upload","Please do a separate mapping for PI-PIL type of document. Use the attached file. 
Thank you.",Label Issues,
18597737161344,2014-10-23,,2014-11-21,Celgene CDS Mapping - Full CDS,sohel,,"High Priority,Completed,CDS,Upload","Hello. We finally got hold of the full Core Data Sheet document from Celgene.  Please map the attached CDS for Revlimid as soon as possible. Please provide timeline for mapping so we could let client know. 

Thank you and let me know if you have any questions.
Katia",Label Issues,
19949079456746,2014-11-11,,2014-11-21,Celgene Mapping - Pomalyst CDS,sohel,,"High Priority,Completed,CDS,Upload","Celgene has tried uploading another document with the same format as the CDS document we mapped earlier (Revlimid). At least two sections are not being mapped: Undesirable Effects and Preclinical Safety Data. Please take a look and advise as soon as possible. 

I attached screenshots and the full Pomalyst CDS document for your reference.
Thank you,
Katia",Label Issues,
20701190686140,2014-11-20,,2014-11-21,Try catch block for qlog.txt,Dennis Wijnker,,Completed,,Label Issues,
20029125949435,2014-11-12,2015-01-08,2015-01-08,Change default highlight color,sohel,,"Completed,Search Query,Medium Priority","https://app.asana.com/0/9322059614112/9322059614112 

Clients have commented that the default highlight color is very light (low contrast), and can be hard to see, especially when exporting to Excel. Can we please change the default color to the one selected below in screenshot?

Thank you,

Toby",Label Issues,
19857430473723,2014-11-10,2015-03-13,2015-03-13,Map documents for Novartis,sohel,,"High Priority,Completed,Upload","Please map the attached documents to Novartis (client ID 6). The dropdown menu should then list the country names:

Australia
Canada
Japan
Switzerland

Thanks,

Toby",Label Issues,
20675451282118,2014-11-19,2014-11-24,2014-11-24,Count of search hits found following keyword queries on selected labels,sohel,2014-11-24,"High Priority,Completed,Search Query","when using binocular searches on label in comparison panel, ability to see how many search hits were found ",Label Issues,
20743999541373,2014-11-20,2015-01-08,2015-01-08,Remove dose button,sohel,,Completed,,Label Issues,
19953741474519,2014-11-11,,2014-11-12,Highlights cannot be compared in version comparison,Asif Solkar,,"Bugs,High Priority,Completed,Version Compare","@sohel, Please see screenshot below in which no version comparison can be made between Highlights sections in US HUMIRA label, although each label referenced in comparison does contain content in Highlights section.
",Label Issues,
15624712726602,2014-08-19,,2014-11-10,Ability to export to Excel comparisons with all labels in search results,Asif Solkar,,"New Feature,Completed,Export Excel,Export Search Results,Medium Priority","Many clients have requested the ability to select all labels returned in search results for comparison export to Excel. An additional set of options would be selected in the Excel Export dialog box. We might also consider changing the current buttons to radio buttons, as in mock-up below.

Please let me know if we can add this feature.

Thanks,

Toby",Label Issues,
12290034234921,2014-05-13,2014-11-11,2014-11-11,Generic drug names appearing in Brand Name filter list,Ajay,,Completed,"In example below (second screenshot), ""mitoxantrone hydrochloride"" should not appear in the Brand Name filter list, because it is a generic name, not a brand name. Search criteria listed in first screenshot.",Label Issues,
11692466831643,2014-04-16,2014-08-22,2014-08-22,Issue in view from Track Label,Ajay,,"Completed,Low Priority","After searched particular Label / SPC

If from track label tab, click on view and save as word then it also shows the search query keyword highlighted.

",Label Issues,
14480072021117,2014-07-07,2014-08-22,2014-08-22,Export to Word and Excel not working,Asif Solkar,,"High Priority,Completed,Export Excel,Export Word","Word and Excel exports returning blank file or no export for Janssen client (id 23) users.

Steps to reproduce using Janssen acct:

janssen_demo/demo123$

1. Search as shown below, note ""PLR"" selection
2. Select labels as shown in screenshot (Kazano, Jentadueto, Kombiglyze, and Janumet XR)
3. Select PLR sections as shown in screenshot
4. Export to Word or Excel

Export to Word produces blank file (attached) on first try, then doesn't download any files.",Label Issues,
13234898032179,2014-06-19,2014-08-06,2014-08-06,Interesting Labels,Amit,,"Completed,Search Query,Medium Priority","I am finding some very interesting labels today-white fish, apple injections, and such. Did we make any changes that now result in food/allergens entries?

Katia",Label Issues,
11175036350860,2014-03-25,2014-08-24,2014-08-24,Highlight issue with * in view label and Save As and Export,Asif Solkar,,Completed,"1. Search with Abuse Section contains the*
2. Select any label 
3. In compare panel it highlights perfect but if you click view label it will highlight only full word "" the ""
4. In export also its not working properly.
",Label Issues,
10432099832503,2014-02-20,2014-08-22,2014-08-25,In search window highlight button not displaying colours sometimes.,sohel,2014-02-27,"Bugs,Completed,Low Priority",,Label Issues,
14468694167263,2014-07-07,2014-08-22,2014-08-22,Map Janssen/J&J PLR format document for upload (client ID 23),sohel,,"Completed,CDS,Medium Priority",Additional document for mapping to Janssen/J&J client (id 23) upload tool. Document attached.,Label Issues,
14620226754459,2014-07-11,2014-07-28,2014-07-28,Duplication in Word export,Asif Solkar,,"High Priority,Completed,Export Word","Text in several sections of the KOMBIGLYZE XR US label are repeating in the Word export (see attached), including Indications & Usage, Dosage & Administration, Drug Interactions.",Label Issues,
14776277656118,2014-07-16,2014-08-22,2014-08-22,Map SPL XML format label to Janssen/J&J Client (ID 23),sohel,,"High Priority,Completed,CDS",Please map the attached XML label template into the user accounts for Client ID 23. Also please include images mapped accordingly if possible.,Label Issues,
11481905404037,2014-04-07,2014-08-25,2014-08-25,Unapproved labels in Daily Med ,Ajay,2014-06-19,Completed,"Edan,

It was brought up at the Label demo with Mylan pharmaceuticals today that DailyMed may have unapproved labels and that manufacturers may submit/ or not submit a label change that was not yet FDA approved, for example and therefore they are likely go to the Drugs at FDA website for the most accurate and up to date information.

DailyMed landing page has the following info below re unapproved labels. Are we able to track these in our software?

Thanks!
Katia

Katia Butylkova, PharmD
Senior Associate of Client Solutions
Doctor Evidence, LLC
c.818.448.5115
katia@doctorevidence.com",Label Issues,
10632775373189,2014-02-28,2014-08-07,2014-08-07,Unable to differentiate export files,Ajay,2014-06-18,"Bug,Suggestion","If I export multiple copies of items (labels, search results, search matrixes, comparisons, etc.) it's hard to tell them apart because they all have generic names like

Search Matrix Report (1).xls or exportedData.docx.

It's especially difficult to differentiate between exported labels with a name like exportedData. Is it possible to use the label name + some unique identifier (date time stamp) to label the name? This is less of a problem (but still a small problem) with
exporting search results or matrices and a bigger problem for labels since you could export multiple different ones.",Label Issues,
13183211105897,2014-06-17,2014-08-22,2014-08-22,Asterisk Search Not Highlighted,Asif Solkar,,"Search Query,Highlights,Medium Priority","Janssen reported this issue today at DIA conference. It appears when using a wild-card search for ""emboss*"", the system is actually finding the right labels and sections, but not highlighting the keyword. When I ran another search and used a full ""embossed"" keyword, the term was highlighted. 

Please take a look. 
Thanks!
Katia",Label Issues,
13065991584931,2014-06-12,2014-08-22,2014-08-22,"Incorrect Grammar, Export Comparison to Word",sohel,,"Bugs,Low Severity","In the Export Data window (see attachment) a statement says ""Select which data would you like to export ?"". I can't tell whether this is supposed to be a question (""Which data would you like to export?"") or a statement (""Select the data you would like to export""). 

The export data window is found at:
1. Export Comparisons to Word
2. Select a label
3. Export to Word",Label Issues,
13065991584906,2014-06-12,2014-08-22,2014-08-22,"Error messages aren't cleared, Export Comparisons to Word",sohel,,"Bugs,Low Severity,Usability","Error messages aren't cleared when the window closes near / around the Export Comparisons to Word functionality. I'll get an error message like ""please select at least one label"", I'll close the window, make a selection and again see the same ""please select"" message.

I've seen this in a few places but here's how to get to at least one message:

1. Do a search which returns multiple results (I used Any Section, contains, qt NEAR9 short*)
2. Select at least 4 labels for comparison
3. Export Comparison to Word
4. Choose 0 labels in the ""select up to 5 labels"" list
5. Click Export to Word
6. At the next prompt click either Export All or Export Selected

You'll get an error message ""Please select at least one label to export"". 

1. Click cancel
2. Select a few labels
3. Click Export to Word

The error message is still there. ",Label Issues,
